elm_loc_name,elm_desc,con_buslv,con_bushv,elm_outserv,elm_nntap,typ_strn,typ_utrn_l,typ_utrn_h,typ_r1pu,typ_x1pu,typ_dutap,typ_tap_side,typ_ntpmn,typ_ntpmx,msc_powermodels_index,grf_rCenterX,grf_rCenterY,grf_sSymNam,gco_1_rX,gco_1_rY,gco_2_rX,gco_2_rY
branch_2783,"PowerModels index: 2783
f_bus: bus_1121
t_bus: sb_1121_1123_1634_6
name: xf_1121_1123_1634_6_3winding_transformer_br1",bus_1121,sb_1121_1123_1634_6,0,0,100,500.0,500.0,0.0,0.01145100209835215,1.0e-7,1,-999999999,999999999,2783,20925.625,29715.0,d_lin,"[20925.625, 20930.0, 20930.0]","[29715.0, 29715.0, 29715.0]","[20925.625, 20921.25, 20921.25]","[29715.0, 29715.0, 29715.0]"
branch_2784,"PowerModels index: 2784
f_bus: bus_1123
t_bus: sb_1121_1123_1634_6
name: xf_1121_1123_1634_6_3winding_transformer_br2",bus_1123,sb_1121_1123_1634_6,0,0,100,330.0,500.0,0.0,0.00024171490810115043,1.0e-7,1,-999999999,999999999,2784,20573.4375,29454.6875,d_lin,"[20573.4375, 20216.875, 20216.875]","[29454.6875, 29194.375, 29194.375]","[20573.4375, 20930.0, 20930.0]","[29454.6875, 29715.0, 29715.0]"
branch_2786,"PowerModels index: 2786
f_bus: bus_1121
t_bus: sb_1121_1123_1635_7
name: xf_1121_1123_1635_7_3winding_transformer_br1",bus_1121,sb_1121_1123_1635_7,0,0,100,500.0,500.0,0.0,0.009547348370442549,1.0e-7,1,-999999999,999999999,2786,20930.0,29715.0,d_lin,"[20930.0, 20938.75, 20938.75]","[29715.0, 29715.0, 29715.0]","[20930.0, 20921.25, 20921.25]","[29715.0, 29715.0, 29715.0]"
branch_2787,"PowerModels index: 2787
f_bus: bus_1123
t_bus: sb_1121_1123_1635_7
name: xf_1121_1123_1635_7_3winding_transformer_br2",bus_1123,sb_1121_1123_1635_7,0,0,100,330.0,500.0,0.0,0.0019515660573612504,1.0e-7,1,-999999999,999999999,2787,20577.8125,29454.6875,d_lin,"[20577.8125, 20225.625, 20225.625]","[29454.6875, 29194.375, 29194.375]","[20577.8125, 20930.0, 20930.0]","[29454.6875, 29715.0, 29715.0]"
branch_2791,"PowerModels index: 2791
f_bus: bus_1074
t_bus: sb_1148_1073_1074_1
name: xf_1148_1073_1074_1_3winding_transformer_br3",bus_1074,sb_1148_1073_1074_1,0,0,100,12.5,330.0,0.0027062113934294353,0.0813576827390587,1.0e-7,1,0,0,2791,23894.0625,22647.1875,d_lin,"[23894.0625, 23996.875, 23996.875]","[22647.1875, 22588.125, 22588.125]","[23894.0625, 23791.25, 23791.25]","[22647.1875, 22706.25, 22706.25]"
branch_2793,"PowerModels index: 2793
f_bus: bus_1075
t_bus: sb_1148_1075_1076_2
name: xf_1148_1075_1076_2_3winding_transformer_br2",bus_1075,sb_1148_1075_1076_2,0,0,100,12.5,330.0,0.002816421865123556,0.0907631327940386,1.0e-7,1,0,0,2793,23972.8125,22704.0625,d_lin,"[23972.8125, 24154.375, 24154.375]","[22704.0625, 22701.875, 22701.875]","[23972.8125, 23791.25, 23791.25]","[22704.0625, 22706.25, 22706.25]"
branch_2797,"PowerModels index: 2797
f_bus: bus_1078
t_bus: sb_1148_1077_1078_3
name: xf_1148_1077_1078_3_3winding_transformer_br3",bus_1078,sb_1148_1077_1078_3,0,0,100,12.5,330.0,0.004440949467394035,0.1189823517622055,1.0e-7,1,0,0,2797,23979.375,22750.0,d_lin,"[23979.375, 24176.25, 24176.25]","[22750.0, 22793.75, 22793.75]","[23979.375, 23782.5, 23782.5]","[22750.0, 22706.25, 22706.25]"
branch_2799,"PowerModels index: 2799
f_bus: bus_1079
t_bus: sb_1148_1079_1080_4
name: xf_1148_1079_1080_4_3winding_transformer_br2",bus_1079,sb_1148_1079_1080_4,0,0,100,12.5,330.0,0.004342520057004646,0.122403856985756,1.0e-7,1,0,0,2799,23966.25,22610.0,d_lin,"[23966.25, 24136.875, 24136.875]","[22610.0, 22513.75, 22513.75]","[23966.25, 23795.625, 23795.625]","[22610.0, 22706.25, 22706.25]"
branch_280,"PowerModels index: 280
f_bus: bus_1247
t_bus: sb_1588_1327_1068_2
name: line_1247_to_1327_1_cp_merged_with_xf_1588_1327_1068_2_3winding_transformer_br2",sb_1588_1327_1068_2,bus_1247,0,0,100,66.0,132.0,0.01235617777113962,0.25506785457673936,1.0e-7,0,0,0,280,22916.25,19243.4375,d_lin,"[22916.25, 23082.5, 23082.5]","[19243.4375, 18816.875, 18816.875]","[22916.25, 22750.0, 22750.0]","[19243.4375, 19670.0, 19670.0]"
branch_2800,"PowerModels index: 2800
f_bus: bus_1080
t_bus: sb_1148_1079_1080_4
name: xf_1148_1079_1080_4_3winding_transformer_br3",bus_1080,sb_1148_1079_1080_4,0,0,100,12.5,330.0,0.004584188290552936,0.12571979528170002,1.0e-7,1,0,0,2800,23926.875,22579.375,d_lin,"[23926.875, 24066.875, 24066.875]","[22579.375, 22452.5, 22452.5]","[23926.875, 23786.875, 23786.875]","[22579.375, 22706.25, 22706.25]"
branch_2802,"PowerModels index: 2802
f_bus: bus_1572
t_bus: sb_1273_1572_1573_1
name: xf_1273_1572_1573_1_3winding_transformer_br2",bus_1572,sb_1273_1572_1573_1,0,0,100,66.0,132.0,0.005661141234354602,0.187374755991344,1.0e-7,1,0,0,2802,27273.75,39536.875,d_lin,"[27273.75, 27475.0, 27475.0]","[39536.875, 39663.75, 39663.75]","[27273.75, 27072.5, 27072.5]","[39536.875, 39410.0, 39410.0]"
branch_2803,"PowerModels index: 2803
f_bus: bus_1573
t_bus: sb_1273_1572_1573_1
name: xf_1273_1572_1573_1_3winding_transformer_br3",bus_1573,sb_1273_1572_1573_1,0,0,100,11.0,132.0,0.0115572848116257,0.36808578737052217,1.0e-7,1,0,0,2803,27225.625,39560.9375,d_lin,"[27225.625, 27387.5, 27387.5]","[39560.9375, 39711.875, 39711.875]","[27225.625, 27063.75, 27063.75]","[39560.9375, 39410.0, 39410.0]"
branch_2805,"PowerModels index: 2805
f_bus: bus_1572
t_bus: sb_1273_1572_1573_2
name: xf_1273_1572_1573_2_3winding_transformer_br2",bus_1572,sb_1273_1572_1573_2,0,0,100,66.0,132.0,0.004992969608122952,0.15645835352134807,1.0e-7,1,0,0,2805,27278.125,39536.875,d_lin,"[27278.125, 27483.75, 27483.75]","[39536.875, 39663.75, 39663.75]","[27278.125, 27072.5, 27072.5]","[39536.875, 39410.0, 39410.0]"
branch_2806,"PowerModels index: 2806
f_bus: bus_1573
t_bus: sb_1273_1572_1573_2
name: xf_1273_1572_1573_2_3winding_transformer_br3",bus_1573,sb_1273_1572_1573_2,0,0,100,11.0,132.0,0.012322215158946355,0.352667308446438,1.0e-7,1,0,0,2806,27230.0,39560.9375,d_lin,"[27230.0, 27396.25, 27396.25]","[39560.9375, 39711.875, 39711.875]","[27230.0, 27063.75, 27063.75]","[39560.9375, 39410.0, 39410.0]"
branch_2808,"PowerModels index: 2808
f_bus: bus_1504
t_bus: sb_1296_1504_1505_2
name: xf_1296_1504_1505_2_3winding_transformer_br2",bus_1504,sb_1296_1504_1505_2,0,0,100,66.0,132.0,0.003501861765563969,0.018198294839495477,1.0e-7,1,0,0,2808,20470.625,24233.125,d_lin,"[20470.625, 20387.5, 20387.5]","[24233.125, 24084.375, 24084.375]","[20470.625, 20553.75, 20553.75]","[24233.125, 24381.875, 24381.875]"
branch_2811,"PowerModels index: 2811
f_bus: bus_1504
t_bus: sb_1296_1504_1506_1
name: xf_1296_1504_1506_1_3winding_transformer_br2",bus_1504,sb_1296_1504_1506_1,0,0,100,66.0,132.0,0.003092625660679766,0.032702861320935,1.0e-7,1,0,0,2811,20475.0,24233.125,d_lin,"[20475.0, 20396.25, 20396.25]","[24233.125, 24084.375, 24084.375]","[20475.0, 20553.75, 20553.75]","[24233.125, 24381.875, 24381.875]"
branch_2814,"PowerModels index: 2814
f_bus: bus_1501
t_bus: sb_1428_1501_1539_1
name: xf_1428_1501_1539_1_3winding_transformer_br2",bus_1501,sb_1428_1501_1539_1,0,0,100,66.0,132.0,0.00186247051410377,0.018783248796113483,1.0e-7,1,0,0,2814,18300.625,28533.75,d_lin,"[18300.625, 18125.625, 18125.625]","[28533.75, 28542.5, 28542.5]","[18300.625, 18475.625, 18475.625]","[28533.75, 28525.0, 28525.0]"
branch_2817,"PowerModels index: 2817
f_bus: bus_1501
t_bus: sb_1428_1501_1540_2
name: xf_1428_1501_1540_2_3winding_transformer_br2",bus_1501,sb_1428_1501_1540_2,0,0,100,66.0,132.0,0.004323147558443221,0.04280470025134753,1.0e-7,1,0,0,2817,18305.0,28533.75,d_lin,"[18305.0, 18134.375, 18134.375]","[28533.75, 28542.5, 28542.5]","[18305.0, 18475.625, 18475.625]","[28533.75, 28525.0, 28525.0]"
branch_2820,"PowerModels index: 2820
f_bus: bus_1502
t_bus: sb_1430_1502_1542_1
name: xf_1430_1502_1542_1_3winding_transformer_br2",bus_1502,sb_1430_1502_1542_1,0,0,100,66.0,132.0,0.0011650195118242399,0.007690478247677993,1.0e-7,1,0,0,2820,18718.4375,33363.75,d_lin,"[18718.4375, 18580.625, 18580.625]","[33363.75, 33516.875, 33516.875]","[18718.4375, 18856.25, 18856.25]","[33363.75, 33210.625, 33210.625]"
branch_2823,"PowerModels index: 2823
f_bus: bus_1502
t_bus: sb_1430_1502_1543_2
name: xf_1430_1502_1543_2_3winding_transformer_br2",bus_1502,sb_1430_1502_1543_2,0,0,100,66.0,132.0,0.0011036434024351146,0.010614943840710997,1.0e-7,1,0,0,2823,18722.8125,33363.75,d_lin,"[18722.8125, 18589.375, 18589.375]","[33363.75, 33516.875, 33516.875]","[18722.8125, 18856.25, 18856.25]","[33363.75, 33210.625, 33210.625]"
branch_2827,"PowerModels index: 2827
f_bus: bus_1067
t_bus: sb_1587_1328_1067_1
name: xf_1587_1328_1067_1_3winding_transformer_br3",bus_1067,sb_1587_1328_1067_1,0,0,100,11.0,66.0,0.0,0.003993174414974501,1.0e-7,1,0,0,2827,25348.75,18867.1875,d_lin,"[25348.75, 25497.5, 25497.5]","[18867.1875, 18821.25, 18821.25]","[25348.75, 25200.0, 25200.0]","[18867.1875, 18913.125, 18913.125]"
branch_2829,"PowerModels index: 2829
f_bus: bus_1068
t_bus: sb_1588_1327_1068_2
name: xf_1588_1327_1068_2_3winding_transformer_br3",bus_1068,sb_1588_1327_1068_2,0,0,100,11.0,66.0,0.0,0.005300261338492498,1.0e-7,1,0,0,2829,23040.9375,18799.375,d_lin,"[23040.9375, 22990.625, 22990.625]","[18799.375, 18781.875, 18781.875]","[23040.9375, 23091.25, 23091.25]","[18799.375, 18816.875, 18816.875]"
branch_2831,"PowerModels index: 2831
f_bus: bus_1027
t_bus: sb_1616_1027_1618_1
name: xf_1616_1027_1618_1_3winding_transformer_br2",sb_1616_1027_1618_1,bus_1027,0,0,100,66.0,132.0,0.00514351838275785,0.20966316671701044,1.0e-7,0,0,0,2831,29970.9375,41687.1875,d_lin,"[29970.9375, 30121.875, 30121.875]","[41687.1875, 41864.375, 41864.375]","[29970.9375, 29820.0, 29820.0]","[41687.1875, 41510.0, 41510.0]"
branch_2832,"PowerModels index: 2832
f_bus: bus_1618
t_bus: sb_1616_1027_1618_1
name: xf_1616_1027_1618_1_3winding_transformer_br3",bus_1618,sb_1616_1027_1618_1,0,0,100,11.0,66.0,0.009777703271104056,0.13169192033277155,1.0e-7,1,0,0,2832,30069.375,41855.625,d_lin,"[30069.375, 30025.625, 30025.625]","[41855.625, 41846.875, 41846.875]","[30069.375, 30113.125, 30113.125]","[41855.625, 41864.375, 41864.375]"
branch_2837,"PowerModels index: 2837
f_bus: bus_2205
t_bus: sb_2077_2205_2346_2
name: xf_2077_2205_2346_2_3winding_transformer_br2",sb_2077_2205_2346_2,bus_2205,0,0,100,220.0,500.0,7.267021870962346e-5,0.027701330963775996,1.0e-7,0,0,0,2837,16115.3125,15168.125,d_lin,"[16115.3125, 16003.75, 16003.75]","[15168.125, 14857.5, 14857.5]","[16115.3125, 16226.875, 16226.875]","[15168.125, 15478.75, 15478.75]"
branch_2840,"PowerModels index: 2840
f_bus: bus_2205
t_bus: sb_2077_2205_2347_1
name: xf_2077_2205_2347_1_3winding_transformer_br2",sb_2077_2205_2347_1,bus_2205,0,0,100,220.0,500.0,7.993565361485798e-5,0.028556501916963593,1.0e-7,0,0,0,2840,16119.6875,15168.125,d_lin,"[16119.6875, 16003.75, 16003.75]","[15168.125, 14857.5, 14857.5]","[16119.6875, 16235.625, 16235.625]","[15168.125, 15478.75, 15478.75]"
branch_2843,"PowerModels index: 2843
f_bus: bus_2205
t_bus: sb_2077_2205_2349_3
name: xf_2077_2205_2349_3_3winding_transformer_br2",sb_2077_2205_2349_3,bus_2205,0,0,100,220.0,500.0,5.6615443932590916e-5,0.029561602284945542,1.0e-7,0,0,0,2843,16124.0625,15168.125,d_lin,"[16124.0625, 16003.75, 16003.75]","[15168.125, 14857.5, 14857.5]","[16124.0625, 16244.375, 16244.375]","[15168.125, 15478.75, 15478.75]"
branch_2846,"PowerModels index: 2846
f_bus: bus_2243
t_bus: sb_2145_2243_2306_1
name: xf_2145_2243_2306_1_3winding_transformer_br2",bus_2243,sb_2145_2243_2306_1,0,0,100,66.0,220.0,0.0044184482846064,0.011666799532612538,1.0e-7,1,0,0,2846,19234.6875,13980.3125,d_lin,"[19234.6875, 19245.625, 19245.625]","[13980.3125, 13798.75, 13798.75]","[19234.6875, 19223.75, 19223.75]","[13980.3125, 14161.875, 14161.875]"
branch_2847,"PowerModels index: 2847
f_bus: bus_2306
t_bus: sb_2145_2243_2306_1
name: xf_2145_2243_2306_1_3winding_transformer_br3",bus_2306,sb_2145_2243_2306_1,0,0,100,22.0,220.0,0.009172264634543102,0.30634811749185764,1.0e-7,1,0,0,2847,19252.1875,13875.3125,d_lin,"[19252.1875, 19271.875, 19271.875]","[13875.3125, 13588.75, 13588.75]","[19252.1875, 19232.5, 19232.5]","[13875.3125, 14161.875, 14161.875]"
branch_2849,"PowerModels index: 2849
f_bus: bus_2243
t_bus: sb_2145_2243_2306_2
name: xf_2145_2243_2306_2_3winding_transformer_br2",bus_2243,sb_2145_2243_2306_2,0,0,100,66.0,220.0,0.004298508060036249,0.02624903392745498,1.0e-7,1,0,0,2849,19239.0625,13980.3125,d_lin,"[19239.0625, 19254.375, 19254.375]","[13980.3125, 13798.75, 13798.75]","[19239.0625, 19223.75, 19223.75]","[13980.3125, 14161.875, 14161.875]"
branch_2850,"PowerModels index: 2850
f_bus: bus_2306
t_bus: sb_2145_2243_2306_2
name: xf_2145_2243_2306_2_3winding_transformer_br3",bus_2306,sb_2145_2243_2306_2,0,0,100,22.0,220.0,0.009252582247680058,0.2829688654187611,1.0e-7,1,0,0,2850,19256.5625,13875.3125,d_lin,"[19256.5625, 19280.625, 19280.625]","[13875.3125, 13588.75, 13588.75]","[19256.5625, 19232.5, 19232.5]","[13875.3125, 14161.875, 14161.875]"
branch_2852,"PowerModels index: 2852
f_bus: bus_2243
t_bus: sb_2145_2243_2306_3
name: xf_2145_2243_2306_3_3winding_transformer_br2",bus_2243,sb_2145_2243_2306_3,0,0,100,66.0,220.0,0.009365810263235998,0.03216060555862649,1.0e-7,1,0,0,2852,19243.4375,13980.3125,d_lin,"[19243.4375, 19263.125, 19263.125]","[13980.3125, 13798.75, 13798.75]","[19243.4375, 19223.75, 19223.75]","[13980.3125, 14161.875, 14161.875]"
branch_2853,"PowerModels index: 2853
f_bus: bus_2306
t_bus: sb_2145_2243_2306_3
name: xf_2145_2243_2306_3_3winding_transformer_br3",bus_2306,sb_2145_2243_2306_3,0,0,100,22.0,220.0,0.013216206581497105,0.3840675277260006,1.0e-7,1,0,0,2853,19260.9375,13875.3125,d_lin,"[19260.9375, 19289.375, 19289.375]","[13875.3125, 13588.75, 13588.75]","[19260.9375, 19232.5, 19232.5]","[13875.3125, 14161.875, 14161.875]"
branch_2855,"PowerModels index: 2855
f_bus: bus_2271
t_bus: sb_2162_2271_2315_5
name: xf_2162_2271_2315_5_3winding_transformer_br2",bus_2271,sb_2162_2271_2315_5,0,0,100,66.0,220.0,0.00073925844573986,0.005651477604103207,1.0e-7,1,0,0,2855,18843.125,15246.875,d_lin,"[18843.125, 18843.125, 18843.125]","[15246.875, 15102.5, 15102.5]","[18843.125, 18843.125, 18843.125]","[15246.875, 15391.25, 15391.25]"
branch_2856,"PowerModels index: 2856
f_bus: bus_2315
t_bus: sb_2162_2271_2315_5
name: xf_2162_2271_2315_5_3winding_transformer_br3",bus_2315,sb_2162_2271_2315_5,0,0,100,22.0,220.0,0.0016291745959424208,0.07487611576381613,1.0e-7,1,0,0,2856,18812.5,15205.3125,d_lin,"[18812.5, 18790.625, 18790.625]","[15205.3125, 15019.375, 15019.375]","[18812.5, 18834.375, 18834.375]","[15205.3125, 15391.25, 15391.25]"
branch_2862,"PowerModels index: 2862
f_bus: bus_2021
t_bus: sb_2191_2020_2021_7
name: xf_2191_2020_2021_7_3winding_transformer_br3",bus_2021,sb_2191_2020_2021_7,0,0,100,17.0,330.0,0.0011774573246887852,0.059418988537597354,1.0e-7,1,0,0,2862,21078.75,20818.4375,d_lin,"[21078.75, 21161.875, 21161.875]","[20818.4375, 20676.25, 20676.25]","[21078.75, 20995.625, 20995.625]","[20818.4375, 20960.625, 20960.625]"
branch_2865,"PowerModels index: 2865
f_bus: bus_2024
t_bus: sb_2191_2023_2024_1
name: xf_2191_2023_2024_1_3winding_transformer_br3",bus_2024,sb_2191_2023_2024_1,0,0,100,15.0,330.0,0.0024518373269774045,0.09056512908929326,1.0e-7,1,0,0,2865,21107.1875,20857.8125,d_lin,"[21107.1875, 21196.875, 21196.875]","[20857.8125, 20755.0, 20755.0]","[21107.1875, 21017.5, 21017.5]","[20857.8125, 20960.625, 20960.625]"
branch_2871,"PowerModels index: 2871
f_bus: bus_2028
t_bus: sb_2191_2027_2028_3
name: xf_2191_2027_2028_3_3winding_transformer_br3",bus_2028,sb_2191_2027_2028_3,0,0,100,15.0,330.0,0.00277089210923296,0.09328930288874988,1.0e-7,1,0,0,2871,21063.4375,20763.75,d_lin,"[21063.4375, 21065.625, 21065.625]","[20763.75, 20566.875, 20566.875]","[21063.4375, 21061.25, 21061.25]","[20763.75, 20960.625, 20960.625]"
branch_2874,"PowerModels index: 2874
f_bus: bus_2030
t_bus: sb_2191_2029_2030_4
name: xf_2191_2029_2030_4_3winding_transformer_br3",bus_2030,sb_2191_2029_2030_4,0,0,100,15.0,330.0,0.0027222229963303505,0.08702599548831703,1.0e-7,1,0,0,2874,21118.125,20927.8125,d_lin,"[21118.125, 21153.125, 21153.125]","[20927.8125, 20895.0, 20895.0]","[21118.125, 21083.125, 21083.125]","[20927.8125, 20960.625, 20960.625]"
branch_2879,"PowerModels index: 2879
f_bus: bus_2293
t_bus: sb_2195_2293_2332_1
name: xf_2195_2293_2332_1_3winding_transformer_br2",bus_2293,sb_2195_2293_2332_1,0,0,100,66.0,330.0,0.0022163629853664897,0.014580208149677995,1.0e-7,1,0,0,2879,21061.25,19287.1875,d_lin,"[21061.25, 21196.875, 21196.875]","[19287.1875, 19166.875, 19166.875]","[21061.25, 20925.625, 20925.625]","[19287.1875, 19407.5, 19407.5]"
branch_2880,"PowerModels index: 2880
f_bus: bus_2332
t_bus: sb_2195_2293_2332_1
name: xf_2195_2293_2332_1_3winding_transformer_br3",bus_2332,sb_2195_2293_2332_1,0,0,100,22.0,330.0,0.006515959021909632,0.19399765723746615,1.0e-7,1,0,0,2880,21024.0625,19221.5625,d_lin,"[21024.0625, 21131.25, 21131.25]","[19221.5625, 19035.625, 19035.625]","[21024.0625, 20916.875, 20916.875]","[19221.5625, 19407.5, 19407.5]"
branch_2882,"PowerModels index: 2882
f_bus: bus_2293
t_bus: sb_2195_2293_2332_2
name: xf_2195_2293_2332_2_3winding_transformer_br2",bus_2293,sb_2195_2293_2332_2,0,0,100,66.0,330.0,0.00224250035948355,0.0022520277836019916,1.0e-7,1,0,0,2882,21065.625,19287.1875,d_lin,"[21065.625, 21205.625, 21205.625]","[19287.1875, 19166.875, 19166.875]","[21065.625, 20925.625, 20925.625]","[19287.1875, 19407.5, 19407.5]"
branch_2883,"PowerModels index: 2883
f_bus: bus_2332
t_bus: sb_2195_2293_2332_2
name: xf_2195_2293_2332_2_3winding_transformer_br3",bus_2332,sb_2195_2293_2332_2,0,0,100,22.0,330.0,0.006816938980701823,0.21312096648553003,1.0e-7,1,0,0,2883,21028.4375,19221.5625,d_lin,"[21028.4375, 21140.0, 21140.0]","[19221.5625, 19035.625, 19035.625]","[21028.4375, 20916.875, 20916.875]","[19221.5625, 19407.5, 19407.5]"
branch_2885,"PowerModels index: 2885
f_bus: bus_2196
t_bus: sb_2200_2196_2304_3
name: xf_2200_2196_2304_3_3winding_transformer_br2",bus_2196,sb_2200_2196_2304_3,0,0,100,275.0,500.0,0.0002149354760556011,0.0029153556731707016,1.0e-7,1,0,0,2885,16073.75,16821.875,d_lin,"[16073.75, 15645.0, 15645.0]","[16821.875, 17272.5, 17272.5]","[16073.75, 16502.5, 16502.5]","[16821.875, 16371.25, 16371.25]"
branch_2886,"PowerModels index: 2886
f_bus: bus_2304
t_bus: sb_2200_2196_2304_3
name: xf_2200_2196_2304_3_3winding_transformer_br3",bus_2304,sb_2200_2196_2304_3,0,0,100,22.0,500.0,0.0013092354925491395,0.03879302023470161,1.0e-7,1,0,0,2886,16301.25,16555.0,d_lin,"[16301.25, 16108.75, 16108.75]","[16555.0, 16738.75, 16738.75]","[16301.25, 16493.75, 16493.75]","[16555.0, 16371.25, 16371.25]"
branch_2888,"PowerModels index: 2888
f_bus: bus_2196
t_bus: sb_2200_2196_2305_2
name: xf_2200_2196_2305_2_3winding_transformer_br2",bus_2196,sb_2200_2196_2305_2,0,0,100,275.0,500.0,0.00015614834357122965,0.0015976076172585514,1.0e-7,1,0,0,2888,16082.5,16843.75,d_lin,"[16082.5, 15662.5, 15662.5]","[16843.75, 17272.5, 17272.5]","[16082.5, 16502.5, 16502.5]","[16843.75, 16415.0, 16415.0]"
branch_2889,"PowerModels index: 2889
f_bus: bus_2303
t_bus: sb_2200_2196_2305_2
name: xf_2200_2196_2305_2_3winding_transformer_br3",bus_2303,sb_2200_2196_2305_2,0,0,100,22.0,500.0,0.001264893574237591,0.04084301250462427,1.0e-7,1,0,0,2889,16266.25,16491.5625,d_lin,"[16266.25, 16038.75, 16038.75]","[16491.5625, 16568.125, 16568.125]","[16266.25, 16493.75, 16493.75]","[16491.5625, 16415.0, 16415.0]"
branch_2891,"PowerModels index: 2891
f_bus: bus_3135
t_bus: sb_3134_3135_3136_1
name: xf_3134_3135_3136_1_3winding_transformer_br2",bus_3135,sb_3134_3135_3136_1,0,0,100,11.0,110.0,0.028008808880998447,1.089592246494565,1.0e-7,1,0,0,2891,13282.5,39961.25,d_lin,"[13282.5, 13160.0, 13160.0]","[39961.25, 39886.875, 39886.875]","[13282.5, 13405.0, 13405.0]","[39961.25, 40035.625, 40035.625]"
branch_2892,"PowerModels index: 2892
f_bus: bus_3136
t_bus: sb_3134_3135_3136_1
name: xf_3134_3135_3136_1_3winding_transformer_br3",bus_3136,sb_3134_3135_3136_1,0,0,100,11.0,110.0,0.02667579599185076,1.0190269304278752,1.0e-7,1,0,0,2892,13258.4375,40013.75,d_lin,"[13258.4375, 13120.625, 13120.625]","[40013.75, 39991.875, 39991.875]","[13258.4375, 13396.25, 13396.25]","[40013.75, 40035.625, 40035.625]"
branch_2894,"PowerModels index: 2894
f_bus: bus_3135
t_bus: sb_3134_3135_3136_2
name: xf_3134_3135_3136_2_3winding_transformer_br2",bus_3135,sb_3134_3135_3136_2,0,0,100,11.0,110.0,0.024301137804134707,1.0487151042421403,1.0e-7,1,0,0,2894,13286.875,39961.25,d_lin,"[13286.875, 13168.75, 13168.75]","[39961.25, 39886.875, 39886.875]","[13286.875, 13405.0, 13405.0]","[39961.25, 40035.625, 40035.625]"
branch_2895,"PowerModels index: 2895
f_bus: bus_3136
t_bus: sb_3134_3135_3136_2
name: xf_3134_3135_3136_2_3winding_transformer_br3",bus_3136,sb_3134_3135_3136_2,0,0,100,11.0,110.0,0.02417500802009551,1.08575301557315,1.0e-7,1,0,0,2895,13262.8125,40013.75,d_lin,"[13262.8125, 13129.375, 13129.375]","[40013.75, 39991.875, 39991.875]","[13262.8125, 13396.25, 13396.25]","[40013.75, 40035.625, 40035.625]"
branch_2897,"PowerModels index: 2897
f_bus: bus_3179
t_bus: sb_3177_3179_3178_1
name: xf_3177_3179_3178_1_3winding_transformer_br2",bus_3179,sb_3177_3179_3178_1,0,0,100,11.0,110.0,0.022177699004001954,1.0500497217562952,1.0e-7,1,0,0,2897,12140.625,39613.4375,d_lin,"[12140.625, 11948.125, 11948.125]","[39613.4375, 39567.5, 39567.5]","[12140.625, 12333.125, 12333.125]","[39613.4375, 39659.375, 39659.375]"
branch_2898,"PowerModels index: 2898
f_bus: bus_3178
t_bus: sb_3177_3179_3178_1
name: xf_3177_3179_3178_1_3winding_transformer_br3",bus_3178,sb_3177_3179_3178_1,0,0,100,11.0,110.0,0.023141413876572647,1.0176462511771849,1.0e-7,1,0,0,2898,12153.75,39569.6875,d_lin,"[12153.75, 11965.625, 11965.625]","[39569.6875, 39480.0, 39480.0]","[12153.75, 12341.875, 12341.875]","[39569.6875, 39659.375, 39659.375]"
branch_2900,"PowerModels index: 2900
f_bus: bus_3179
t_bus: sb_3177_3179_3178_2
name: xf_3177_3179_3178_2_3winding_transformer_br2",bus_3179,sb_3177_3179_3178_2,0,0,100,11.0,110.0,0.0231624242382985,1.1277755445657502,1.0e-7,1,0,0,2900,12145.0,39613.4375,d_lin,"[12145.0, 11956.875, 11956.875]","[39613.4375, 39567.5, 39567.5]","[12145.0, 12333.125, 12333.125]","[39613.4375, 39659.375, 39659.375]"
branch_2901,"PowerModels index: 2901
f_bus: bus_3178
t_bus: sb_3177_3179_3178_2
name: xf_3177_3179_3178_2_3winding_transformer_br3",bus_3178,sb_3177_3179_3178_2,0,0,100,11.0,110.0,0.02170177954990641,1.0442014266508404,1.0e-7,1,0,0,2901,12158.125,39569.6875,d_lin,"[12158.125, 11974.375, 11974.375]","[39569.6875, 39480.0, 39480.0]","[12158.125, 12341.875, 12341.875]","[39569.6875, 39659.375, 39659.375]"
branch_2903,"PowerModels index: 2903
f_bus: bus_3227
t_bus: sb_3226_3227_3228_1
name: xf_3226_3227_3228_1_3winding_transformer_br2",bus_3227,sb_3226_3227_3228_1,0,0,100,11.0,110.0,0.02491974858052866,1.0473381256123402,1.0e-7,1,0,0,2903,13138.125,44336.25,d_lin,"[13138.125, 12985.0, 12985.0]","[44336.25, 44476.25, 44476.25]","[13138.125, 13291.25, 13291.25]","[44336.25, 44196.25, 44196.25]"
branch_2904,"PowerModels index: 2904
f_bus: bus_3228
t_bus: sb_3226_3227_3228_1
name: xf_3226_3227_3228_1_3winding_transformer_br3",bus_3228,sb_3226_3227_3228_1,0,0,100,11.0,110.0,0.02416482846905876,1.0477515267475206,1.0e-7,1,0,0,2904,13111.875,44292.5,d_lin,"[13111.875, 12941.25, 12941.25]","[44292.5, 44388.75, 44388.75]","[13111.875, 13282.5, 13282.5]","[44292.5, 44196.25, 44196.25]"
