"Component ","Description ","Dynamic load status","External control of P and Q","Measuring filter status","Base power ","Base voltage ","Base frequency ","U0 ","P0 ","Q0 ","Vmin ","Rs ","Ls ","Rp ","Lp ","Cp ","np ","nq ","kp ","kq ","Tp1 ","Tp2 ","Tq1 ","Tq2 "
load_P_1240_5,0.0,1,0,1,100000000,132000,50,1.026237842556595,19312964.2991127,-3951731.63797008,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1243_4,0.0,1,0,1,100000000,132000,50,1.046635023993176,17788299.8716159,9621537.809210829,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1244_1,0.0,1,0,1,100000000,132000,50,1.045911251450863,14253422.2819245,9389619.3828518,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1246_2,0.0,1,0,1,100000000,132000,50,1.045877786552941,16381445.9094408,9994402.159753349,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1247_1,0.0,1,0,1,100000000,132000,50,1.040072011189474,27084941.2341882,3233969.57619265,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1247_2,0.0,1,0,1,100000000,132000,50,1.040072011189474,11110785.7479319,465245.293741021,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1247_4,0.0,1,0,1,100000000,132000,50,1.040072011189474,14715631.1647847,3528427.83989315,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1247_5,0.0,1,0,1,100000000,132000,50,1.040072011189474,19155534.8156224,1928975.19914871,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1248_1,0.0,1,0,1,100000000,132000,50,1.051883343963428,109332.440003194,206365.422629053,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1248_2,0.0,1,0,1,100000000,132000,50,1.051883343963428,107197.514649993,195844.166940544,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1249_1,0.0,1,0,1,100000000,132000,50,1.041117548952953,47822840.1746794,8409319.319905711,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1250_1,0.0,1,0,1,100000000,132000,50,1.03538737465367,14411742.0476302,-4200474.44137335,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1251_2,0.0,1,0,1,100000000,132000,50,1.035218521862467,12143173.6785404,-318947.154081613,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1252_1,0.0,1,0,1,100000000,132000,50,1.035402751903481,15432516.65445,4587047.32456887,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1252_2,0.0,1,0,1,100000000,132000,50,1.035402751903481,15773033.2491428,4325908.583037181,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1254_1,0.0,1,0,1,100000000,132000,50,1.030112326633225,11663171.0177232,2792944.44252597,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1254_2,0.0,1,0,1,100000000,132000,50,1.030112326633225,5011145.11977294,-1969814.64989637,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1254_3,0.0,1,0,1,100000000,132000,50,1.030112326633225,8586859.62405112,1165801.53692421,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1255_1,0.0,1,0,1,100000000,132000,50,1.01822411943492,32388783.3663605,13714864.2680034,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1255_2,0.0,1,0,1,100000000,132000,50,1.01822411943492,31475284.0356782,13038349.454542,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1256_1,0.0,1,0,1,100000000,132000,50,1.021447962264865,1802034.86166284,728237.993080914,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1256_2,0.0,1,0,1,100000000,132000,50,1.021447962264865,1763193.92050211,545464.6700729619,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1257_2,0.0,1,0,1,100000000,132000,50,1.051896071700932,1063356.23969743,131488.966379873,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1257_3,0.0,1,0,1,100000000,132000,50,1.051896071700932,903820.690874755,276485.640376853,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1258_1,0.0,1,0,1,100000000,132000,50,1.023523274585203,12081372.518789,3424826.8107634,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1258_2,0.0,1,0,1,100000000,132000,50,1.023523274585203,12092690.3360467,3640564.26875922,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1259_3,0.0,1,0,1,100000000,132000,50,1.022223159274409,14388853.3124654,5157753.4352656,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1259_4,0.0,1,0,1,100000000,132000,50,1.022223159274409,14787834.5971054,4728733.60169968,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1260_1,0.0,1,0,1,100000000,132000,50,1.031292661911853,53763377.4725634,8781353.993296159,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1260_2,0.0,1,0,1,100000000,132000,50,1.031292661911853,60586260.0450469,10376404.6008442,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1260_3,0.0,1,0,1,100000000,132000,50,1.031292661911853,55819871.2451834,8644417.4573096,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1260_6,0.0,1,0,1,100000000,132000,50,1.031292661911853,33698602.4315337,-1553691.29265086,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1261_1,0.0,1,0,1,100000000,132000,50,1.030349302414873,25522204.0157369,2058033.97680335,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1261_2,0.0,1,0,1,100000000,132000,50,1.030349302414873,12456994.3945829,4018674.49322697,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1261_3,0.0,1,0,1,100000000,132000,50,1.030349302414873,12324127.5178699,3838081.34625438,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1264_1,0.0,1,0,1,100000000,132000,50,1.03487536729463,50212130.5000638,26702488.9160251,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1266_1,0.0,1,0,1,100000000,132000,50,1.036257379408734,75381238.6290974,5261164.50373898,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1266_2,0.0,1,0,1,100000000,132000,50,1.036257379408734,75383397.67914571,17361334.7230475,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1266_4,0.0,1,0,1,100000000,132000,50,1.036257379408734,75732218.2357661,5072359.75946351,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1275_1,0.0,1,0,1,100000000,132000,50,1.051084046802808,18108295.1451494,4246114.84909989,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1275_2,0.0,1,0,1,100000000,132000,50,1.051084046802808,18236180.6357061,5632676.49823255,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1284_1,0.0,1,0,1,100000000,132000,50,1.028641930554959,2700108.06387793,4821784.26460968,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1284_2,0.0,1,0,1,100000000,132000,50,1.028641930554959,77230459.5644124,11903436.3764638,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1284_3,0.0,1,0,1,100000000,132000,50,1.028641930554959,59714550.6488155,4957648.3721728,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1284_4,0.0,1,0,1,100000000,132000,50,1.028641930554959,64230827.4964294,3939614.85688118,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1288_1,0.0,1,0,1,100000000,132000,50,1.01523917796937,14112149.5811333,4913403.93744665,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1288_2,0.0,1,0,1,100000000,132000,50,1.01523917796937,14597978.9026502,4742831.65388983,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1288_3,0.0,1,0,1,100000000,132000,50,1.01523917796937,15226209.1132501,4886910.848308071,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1292_1,0.0,1,0,1,100000000,132000,50,1.079499360737938,4885595.03558837,-2271768.94394122,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1293_1,0.0,1,0,1,100000000,132000,50,1.04110742686703,1209397.7393467,-1751946.97253779,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1294_1,0.0,1,0,1,100000000,132000,50,1.014283279184269,13180538.4865042,4219541.21379973,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1294_2,0.0,1,0,1,100000000,132000,50,1.014283279184269,13519840.9700839,4108316.84141932,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1294_3,0.0,1,0,1,100000000,132000,50,1.014283279184269,13434523.8871842,3959514.21807194,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1295_1,0.0,1,0,1,100000000,132000,50,1.01686900376149,8721435.623643409,1791442.73586283,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1295_2,0.0,1,0,1,100000000,132000,50,1.01686900376149,8633945.16712557,1838409.52324551,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1295_3,0.0,1,0,1,100000000,132000,50,1.01686900376149,50660719.5257585,8751391.587668421,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1299_1,0.0,1,0,1,100000000,132000,50,1.014696050495394,3942192.4761706,1087081.0351701,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1301_1,0.0,1,0,1,100000000,132000,50,1.018279344794783,21559791.6047676,-1763534.16184252,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1301_2,0.0,1,0,1,100000000,132000,50,1.018279344794783,23040485.5545094,-1840016.38970501,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1301_3,0.0,1,0,1,100000000,132000,50,1.018279344794783,25502792.6351671,-2762661.44246794,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1305_1,0.0,1,0,1,100000000,132000,50,1.032535575515973,27802220.4855848,11288783.727757,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1305_2,0.0,1,0,1,100000000,132000,50,1.032535575515973,28727988.6955479,11770514.0170333,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1306_1,0.0,1,0,1,100000000,132000,50,1.019477012711624,15650167.7429743,5591219.48454827,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1306_2,0.0,1,0,1,100000000,132000,50,1.019477012711624,14951328.7149197,5305171.25432789,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1307_1,0.0,1,0,1,100000000,132000,50,1.019671163092901,23752814.3917381,7592466.05533361,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1307_2,0.0,1,0,1,100000000,132000,50,1.019671163092901,22166525.466287,7914193.09052546,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1309_1,0.0,1,0,1,100000000,132000,50,1.046500120449627,101501.861284487,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1309_2,0.0,1,0,1,100000000,132000,50,1.046500120449627,101261.890013702,5600942.72817587,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1309_3,0.0,1,0,1,100000000,132000,50,1.046500120449627,103974.278876558,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1309_4,0.0,1,0,1,100000000,132000,50,1.046500120449627,97510.60882117601,-1153274.92703707,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1314_1,0.0,1,0,1,100000000,132000,50,1.013449198464946,9906474.20220729,2712667.83795683,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1314_2,0.0,1,0,1,100000000,132000,50,1.013449198464946,9644337.704796581,2679908.93351715,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1314_3,0.0,1,0,1,100000000,132000,50,1.013449198464946,9840658.562294211,2828460.961386,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1314_4,0.0,1,0,1,100000000,132000,50,1.013449198464946,9667179.935299791,2717986.52398633,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1320_1,0.0,1,0,1,100000000,132000,50,1.035635638219065,1616034.89961578,-772994.972273242,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1320_2,0.0,1,0,1,100000000,132000,50,1.035635638219065,513225.7537028751,-218814.233353594,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1321_1,0.0,1,0,1,100000000,132000,50,1.02747954273676,12248661.681331,3678741.38808125,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1321_2,0.0,1,0,1,100000000,132000,50,1.02747954273676,12812379.3540835,3818146.62376093,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1323_1,0.0,1,0,1,100000000,132000,50,1.035153641939649,50476015.2009315,9106816.901639799,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1323_2,0.0,1,0,1,100000000,132000,50,1.035153641939649,49022924.9175626,9925151.058032461,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1323_3,0.0,1,0,1,100000000,132000,50,1.035153641939649,58831627.4937233,11731172.2889084,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1325_2,0.0,1,0,1,100000000,132000,50,1.035119153422031,17068840.8254543,4610512.56585792,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1330_1,0.0,1,0,1,100000000,132000,50,1.050215006352361,40028712.2888974,22099805.2462132,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1338_1,0.0,1,0,1,100000000,132000,50,1.03076675404724,16575436.0512191,7067973.21394365,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1338_2,0.0,1,0,1,100000000,132000,50,1.03076675404724,17533416.8939779,7068658.968319,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1339_1,0.0,1,0,1,100000000,132000,50,1.021766388881061,12544960.3639748,3803723.18797759,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1339_2,0.0,1,0,1,100000000,132000,50,1.021766388881061,12432716.7451344,3776333.7797903,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1339_3,0.0,1,0,1,100000000,132000,50,1.021766388881061,11766532.4027992,3640044.08731107,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1340_1,0.0,1,0,1,100000000,132000,50,1.046423950480371,12073728.3686998,3079630.48868626,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1341_1,0.0,1,0,1,100000000,132000,50,1.029040492748484,26454673.8129202,1992638.48346649,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1343_3,0.0,1,0,1,100000000,132000,50,1.051081072113899,14056322.2729694,4232186.00594089,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1343_4,0.0,1,0,1,100000000,132000,50,1.051081072113899,13011276.219558,4017421.23039505,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1344_1,0.0,1,0,1,100000000,132000,50,1.051262144894514,10371442.6613138,3426308.11791345,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1344_2,0.0,1,0,1,100000000,132000,50,1.051262144894514,10519122.9054825,3262277.28641317,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1345_1,0.0,1,0,1,100000000,132000,50,1.056627827813525,5642965.3945975,1386505.49331903,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1345_2,0.0,1,0,1,100000000,132000,50,1.056627827813525,5900672.09124332,987177.935572108,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1349_1,0.0,1,0,1,100000000,132000,50,1.051100798390427,9284109.7921229,2653425.46922341,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1349_2,0.0,1,0,1,100000000,132000,50,1.051100798390427,9873260.129894041,2582809.96639654,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1350_3,0.0,1,0,1,100000000,132000,50,1.050406233020853,11904975.1418153,5552609.385390719,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1350_4,0.0,1,0,1,100000000,132000,50,1.050406233020853,12270272.5898419,5581261.66414376,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1352_1,0.0,1,0,1,100000000,132000,50,1.051040865535337,104018.532363698,85622.72163704041,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1352_2,0.0,1,0,1,100000000,132000,50,1.051040865535337,102965.275426395,86375.6403353065,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1352_3,0.0,1,0,1,100000000,132000,50,1.051040865535337,104370.685727336,83614.5960702561,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1352_4,0.0,1,0,1,100000000,132000,50,1.051040865535337,104539.986141026,84023.3907884918,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1355_1,0.0,1,0,1,100000000,132000,50,1.027235477636215,24523331.6805003,5847568.3089443,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1355_2,0.0,1,0,1,100000000,132000,50,1.027235477636215,23200872.9253747,4472143.887985311,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1356_1,0.0,1,0,1,100000000,132000,50,1.060125632427043,104699.916290119,-193186.300869333,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1356_2,0.0,1,0,1,100000000,132000,50,1.060125632427043,7141290.285506049,103848.79959235,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1357_1,0.0,1,0,1,100000000,66000,50,1.014141535798933,10764068.3063256,1220180.63859902,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1357_2,0.0,1,0,1,100000000,66000,50,1.014141535798933,10565577.2288338,1244221.63036466,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1358_1,0.0,1,0,1,100000000,132000,50,1.022820896676861,13103709.7620226,8375186.49364309,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1360_1,0.0,1,0,1,100000000,132000,50,1.023867191179761,2671854.28400431,3506904.16300166,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1361_2,0.0,1,0,1,100000000,132000,50,1.023060509096998,39397536.5663465,-85221.94808293131,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1364_1,0.0,1,0,1,100000000,132000,50,1.052186434150731,15110268.1687782,5116480.38806864,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1364_2,0.0,1,0,1,100000000,132000,50,1.052186434150731,8217529.42986023,2156923.73454766,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1369_2,0.0,1,0,1,100000000,33000,50,1.006628642900223,53602734.57083111,11426955.1511251,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1369_3,0.0,1,0,1,100000000,33000,50,1.006628642900223,52834879.4869334,11685100.5778867,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1369_4,0.0,1,0,1,100000000,33000,50,1.006628642900223,53085639.5446062,10962803.3458612,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1369_5,0.0,1,0,1,100000000,33000,50,1.006628642900223,24114986.8104428,6914242.42183678,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1371_1,0.0,1,0,1,100000000,132000,50,1.03083849158316,19854240.6012025,8608656.416407969,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1371_2,0.0,1,0,1,100000000,132000,50,1.03083849158316,19280471.6473351,8335302.02490613,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1372_3,0.0,1,0,1,100000000,132000,50,1.051533792606891,14141477.8128997,4191290.30435151,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1372_4,0.0,1,0,1,100000000,132000,50,1.051533792606891,14242995.8413579,4178653.16806743,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1373_1,0.0,1,0,1,100000000,132000,50,1.051637412333602,8925680.86784016,4851179.70774299,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1373_2,0.0,1,0,1,100000000,132000,50,1.051637412333602,8893308.835188299,4509719.473053699,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1376_1,0.0,1,0,1,100000000,132000,50,1.049292540185808,104516.655383632,-1724274.69984814,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1378_2,0.0,1,0,1,100000000,132000,50,1.025131598325345,12035795.9372923,420130.643534381,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1379_1,0.0,1,0,1,100000000,132000,50,1.041527684252674,21302784.1555509,2237951.96780353,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1379_2,0.0,1,0,1,100000000,132000,50,1.041527684252674,22348154.6578989,6394023.455858881,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1379_3,0.0,1,0,1,100000000,132000,50,1.041527684252674,14141544.1951124,4689592.78784366,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1380_1,0.0,1,0,1,100000000,132000,50,1.048002804454358,9162552.71773785,2532403.19695943,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1380_2,0.0,1,0,1,100000000,132000,50,1.048002804454358,10050086.1105416,1892722.40482969,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1382_1,0.0,1,0,1,100000000,132000,50,1.049550752634135,10552570.7192427,6468957.71333603,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1382_2,0.0,1,0,1,100000000,132000,50,1.049550752634135,10055929.0325553,6685408.236713289,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1382_3,0.0,1,0,1,100000000,132000,50,1.049550752634135,10113641.9647784,6380540.76601188,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1387_4,0.0,1,0,1,100000000,132000,50,1.0516787366282,8925309.504309019,6697655.843216931,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1388_1,0.0,1,0,1,100000000,132000,50,1.05144786171513,8439263.00001741,7566610.24387646,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1388_2,0.0,1,0,1,100000000,132000,50,1.05144786171513,8347035.24811864,7344881.95616249,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1391_1,0.0,1,0,1,100000000,132000,50,1.045792642465449,21512473.7781208,10907114.8263374,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_1391_10,0.0,1,0,1,100000000,132000,50,1.045792642465449,51100249.1383913,9944504.93353582,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
